                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                 1.7845,                 1.3228,                 1.4535,                 1.6628,                0.24578,                0.93333,                0.69386,                0.32607,                0.23907,                    0.9,                0.68884,                0.23451,                  2.089,                 1.7194,                 2.2888,                 1.9127,              0.0013567,              0.0013567,              0.0013567
                     96,                  1.743,                  1.264,                 1.3397,                 1.5999,                0.53396,                0.73333,                0.63584,                    0.4,                0.54458,                   0.75,                0.67265,                0.29281,                 2.0628,                 1.2522,                 2.3522,                 1.8372,              0.0013534,              0.0013534,              0.0013534
                     97,                  1.726,                 1.3464,                 1.3118,                 1.5477,                0.38387,                0.68333,                0.37611,                0.21819,                0.38198,                0.76667,                0.42953,                0.17821,                 2.1657,                 1.3486,                 2.0074,                 1.8557,              0.0013501,              0.0013501,              0.0013501
                     98,                 1.7414,                 1.3636,                 1.3422,                 1.6097,                 0.5668,                0.58333,                0.62064,                0.38287,                0.67414,                0.66201,                0.75534,                0.28178,                 2.3434,                  1.383,                 2.2298,                 1.9902,              0.0013468,              0.0013468,              0.0013468
                     99,                 1.7741,                 1.3278,                 1.4157,                 1.5798,                0.19949,                    0.8,                0.24278,                0.12832,                 0.0978,                0.36667,                0.30715,                0.15791,                   2.52,                 1.4648,                 2.1188,                 2.1889,              0.0013435,              0.0013435,              0.0013435
                    100,                 1.7039,                 1.2743,                 1.3797,                 1.6949,                0.06305,                0.33333,                0.20347,                0.11563,                 0.1192,                0.50901,                0.29992,                0.08282,                 2.4364,                 1.6684,                 2.2982,                 2.1226,              0.0013402,              0.0013402,              0.0013402
                    101,                 1.7415,                 1.4643,                 1.3783,                 1.6387,                 0.5803,                0.11667,                0.12979,                0.04709,                0.63362,                0.18333,                0.21849,                0.09624,                  3.116,                 2.7481,                 3.0958,                 2.5942,              0.0013369,              0.0013369,              0.0013369
                    102,                 1.8292,                 1.4005,                 1.4482,                 1.6252,                 0.6571,                    0.2,                0.09343,                0.02205,                0.67889,                0.21667,                0.13829,                0.03788,                 3.1887,                 6.0685,                  7.284,                 2.7241,              0.0013336,              0.0013336,              0.0013336
                    103,                 1.7498,                 1.3405,                 1.3541,                 1.5572,                0.62384,                0.18333,                0.14571,                0.04895,                 0.6351,                    0.2,                0.14588,                0.05698,                 2.2168,                 1.9718,                 2.4731,                 2.0229,              0.0013303,              0.0013303,              0.0013303
                    104,                 1.7458,                 1.2362,                 1.4487,                 1.6544,                0.05288,                0.11667,                0.06144,                0.01374,                0.06043,                0.13333,                0.09896,                0.01823,                 3.3931,                 8.1273,                 10.545,                 2.6152,               0.001327,               0.001327,               0.001327
                    105,                 1.7337,                 1.3717,                 1.2893,                 1.5658,                0.65913,                   0.15,                0.10557,                0.03227,                0.71217,                    0.2,                0.15757,                0.05968,                 3.4327,                 5.6131,                 4.3218,                 2.3541,              0.0013237,              0.0013237,              0.0013237
                    106,                 1.7221,                 1.4388,                 1.3153,                 1.6202,                0.73112,                   0.15,                0.11583,                0.02823,                0.74207,                    0.2,                0.14641,                0.06695,                 3.3495,                 3.9141,                 3.7397,                 2.4445,              0.0013204,              0.0013204,              0.0013204
                    107,                 1.6663,                 1.3374,                 1.2851,                 1.5335,                 0.7098,                   0.15,                0.15482,                0.02829,                 0.7684,                    0.2,                0.17681,                0.06744,                 3.2504,                 3.0412,                  3.339,                 2.2989,              0.0013171,              0.0013171,              0.0013171
                    108,                  1.653,                 1.2848,                 1.2948,                  1.546,                0.62079,                   0.25,                0.15449,                0.04242,                  0.653,                0.31667,                0.19539,                0.08255,                 2.5158,                 1.8195,                 1.9713,                 2.2009,              0.0013138,              0.0013138,              0.0013138
                    109,                 1.6388,                 1.2245,                 1.2185,                 1.5152,                0.16579,                0.23333,                0.19235,                0.07197,                0.21315,                    0.3,                0.23083,                0.10041,                 2.1925,                 1.4891,                 1.8845,                 2.0284,              0.0013105,              0.0013105,              0.0013105
                    110,                 1.6235,                 1.2813,                 1.2288,                 1.5278,                0.69893,                0.31667,                0.21741,                0.08123,                0.69893,                0.31667,                0.21827,                0.09198,                 2.1516,                 1.6532,                 1.8275,                 2.0099,              0.0013072,              0.0013072,              0.0013072
                    111,                 1.6197,                 1.3237,                 1.2531,                 1.5234,                0.68376,                0.11667,                0.22407,                0.08428,                0.70911,                0.13333,                0.22614,                0.08987,                 2.1079,                 2.5104,                 3.4423,                  1.967,              0.0013039,              0.0013039,              0.0013039
                    112,                 1.6207,                 1.2651,                 1.2484,                 1.5029,                0.66293,                0.21667,                 0.3468,                0.12898,                0.66091,                0.22153,                0.30535,                0.10591,                 2.1951,                  3.061,                 2.4061,                 2.0037,              0.0013006,              0.0013006,              0.0013006
                    113,                 1.5796,                 1.3477,                 1.2085,                 1.5937,                0.31878,                0.73333,                0.43076,                 0.2497,                0.32776,                0.78333,                0.42656,                0.19728,                 2.1632,                  3.887,                 1.9259,                 1.9841,              0.0012973,              0.0012973,              0.0012973
                    114,                 1.6593,                 1.2027,                 1.2612,                 1.5415,                0.14441,                   0.15,                0.11666,                 0.0431,                0.15016,                0.16667,                0.12885,                0.03976,                 2.5285,                 4.4623,                 3.7957,                 2.3386,               0.001294,               0.001294,               0.001294
                    115,                 1.6444,                 1.2987,                  1.267,                 1.5707,                0.13437,                0.07375,                0.09062,                0.02937,                0.13097,                0.13333,                0.09727,                0.03906,                 2.4638,                 3.1597,                 6.8919,                 2.2381,              0.0012907,              0.0012907,              0.0012907
                    116,                 1.5982,                 1.2568,                 1.2199,                  1.567,                0.67808,                0.12922,                0.19046,                0.09283,                0.37752,                0.91667,                0.62457,                0.12153,                 2.2339,                 1.9551,                 6.5464,                 2.0831,              0.0012874,              0.0012874,              0.0012874
                    117,                 1.7144,                 1.2298,                 1.2346,                 1.5223,                 0.6419,                    0.1,                0.07187,                0.02538,                 0.6419,                    0.1,                0.07081,                0.03157,                 2.3274,                 1.9337,                 3.9768,                 2.1317,              0.0012841,              0.0012841,              0.0012841
                    118,                 1.7029,                 1.3641,                  1.246,                 1.5552,                0.14626,                0.28333,                0.17229,                0.05708,                0.66411,                    0.3,                0.18339,                0.07776,                 2.1785,                 1.3959,                 2.0111,                 1.9736,              0.0012808,              0.0012808,              0.0012808
                    119,                 1.6829,                 1.2316,                 1.3162,                 1.5868,                0.20382,                0.26667,                0.19472,                0.07746,                0.21655,                0.28333,                0.21469,                0.08492,                 2.1793,                 2.3486,                 12.878,                 2.0434,              0.0012775,              0.0012775,              0.0012775
                    120,                 1.6498,                 1.4006,                 1.2388,                 1.5552,                0.64033,                0.31667,                0.15722,                0.06625,                0.65934,                0.34308,                0.19025,                0.08998,                 2.1559,                 1.9307,                 2.7971,                 2.0149,              0.0012742,              0.0012742,              0.0012742
                    121,                 1.6773,                 1.3321,                 1.3953,                 1.5375,                0.41241,                0.91667,                0.66938,                0.46283,                0.42083,                0.93333,                0.69085,                0.37507,                 2.1591,                 1.8064,                 2.0135,                 1.9799,              0.0012709,              0.0012709,              0.0012709
                    122,                 1.6014,                 1.3032,                 1.2531,                 1.5277,                 0.2341,                   0.95,                0.71776,                0.41161,                0.23124,                0.93333,                0.72119,                0.44562,                 2.2663,                 1.6554,                 1.6405,                 1.9605,              0.0012676,              0.0012676,              0.0012676
                    123,                 1.5992,                 1.2046,                 1.1895,                 1.5826,                 0.5664,                0.81667,                0.71435,                0.52426,                0.58092,                   0.85,                0.76496,                0.45961,                 2.2369,                 1.5875,                 1.7147,                  2.025,              0.0012643,              0.0012643,              0.0012643
                    124,                 1.6058,                 1.2384,                 1.2107,                 1.4956,                0.63427,                0.81667,                0.78334,                0.50203,                0.65365,                0.84894,                0.79193,                0.49573,                 2.2122,                 1.4152,                  1.565,                 1.9618,               0.001261,               0.001261,               0.001261
                    125,                 1.7407,                    1.2,                 1.2371,                 1.5595,                0.58503,                0.73333,                0.74299,                0.43522,                0.58132,                0.71667,                0.73816,                0.47519,                 2.2541,                 1.2743,                 1.4517,                 1.8886,              0.0012577,              0.0012577,              0.0012577
                    126,                 1.7435,                 1.2886,                 1.1924,                   1.51,                0.58108,                   0.65,                0.70589,                0.46983,                0.61799,                0.66667,                0.74521,                0.45189,                 2.1402,                 1.1054,                 1.6306,                 1.8693,              0.0012544,              0.0012544,              0.0012544
                    127,                 1.6427,                 1.1361,                  1.208,                 1.4901,                0.65717,                0.66667,                0.68469,                0.45539,                0.65367,                0.68333,                0.73029,                0.39108,                 2.2265,                 1.5674,                  1.671,                 1.9768,              0.0012511,              0.0012511,              0.0012511
                    128,                 1.6508,                 1.1517,                 1.2332,                 1.5524,                0.46943,                0.73333,                 0.6662,                0.50629,                0.52935,                 0.6285,                0.65714,                0.27496,                 2.1486,                 2.7491,                 1.7791,                 1.9594,              0.0012478,              0.0012478,              0.0012478
                    129,                 1.6639,                 1.1783,                 1.2079,                 1.5484,                 0.6002,                0.81667,                0.73825,                0.43473,                0.60995,                0.83333,                 0.7408,                0.42511,                 2.1396,                 2.2111,                 1.9217,                 1.9559,              0.0012445,              0.0012445,              0.0012445
                    130,                 1.5646,                 1.1321,                 1.1093,                 1.4646,                0.65685,                    0.7,                0.71707,                0.44223,                0.67391,                0.71667,                 0.7246,                0.42399,                 2.0421,                 1.8057,                 2.2258,                 1.9195,              0.0012412,              0.0012412,              0.0012412
                    131,                 1.6072,                 1.0746,                 1.1052,                 1.5219,                0.60675,                    0.7,                0.71201,                0.54544,                 0.6232,                0.71667,                0.73649,                0.42625,                 2.0139,                 1.5215,                 2.2161,                 1.9145,              0.0012379,              0.0012379,              0.0012379
                    132,                 1.5521,                 1.1445,                 1.0955,                 1.4539,                 0.6029,                    0.7,                0.67686,                0.49334,                0.65328,                0.76667,                0.73582,                0.40109,                 2.3436,                 1.4445,                 1.9177,                 2.1646,              0.0012346,              0.0012346,              0.0012346
                    133,                 1.4756,                 1.1496,                 1.0839,                 1.4538,                0.69588,                0.66667,                0.73201,                0.43702,                0.54661,                0.78333,                0.73534,                0.37609,                 2.0903,                 1.2948,                 1.7792,                 1.9713,              0.0012313,              0.0012313,              0.0012313
                    134,                  1.596,                 1.1752,                 1.1261,                 1.4467,                0.48265,                    0.8,                0.76236,                0.36666,                0.50419,                0.77746,                0.76938,                0.40089,                 2.1002,                 1.2771,                 1.7044,                 1.9236,               0.001228,               0.001228,               0.001228
                    135,                 1.6058,                 1.1481,                 1.0905,                 1.4106,                0.55782,                    0.6,                 0.6784,                0.36269,                0.90809,                0.58326,                0.72639,                0.37198,                 1.9559,                 1.4304,                 1.8183,                 1.7861,              0.0012247,              0.0012247,              0.0012247
                    136,                 1.5439,                 1.2045,                 1.0938,                 1.4797,                0.53864,                0.66667,                0.68388,                 0.3713,                0.51477,                0.70809,                0.71643,                0.40718,                 2.1769,                 1.4306,                 2.0364,                 1.8845,              0.0012214,              0.0012214,              0.0012214
                    137,                 1.6109,                 1.2825,                 1.0703,                 1.5175,                0.30823,                0.86328,                 0.4944,                0.29012,                0.30738,                0.86615,                0.51277,                 0.2775,                 2.2933,                 1.2785,                 1.9287,                 1.9458,              0.0012181,              0.0012181,              0.0012181
                    138,                 1.5898,                  1.215,                 1.0794,                 1.4862,                 0.7368,                0.23333,                0.22775,                0.08102,                0.76269,                0.28333,                0.24921,                0.09524,                 2.2356,                 1.4489,                 1.9769,                 2.0019,              0.0012148,              0.0012148,              0.0012148
                    139,                 1.5964,                 1.1059,                 1.1183,                 1.5307,                 0.1666,                    0.2,                0.20118,                0.07575,                0.19437,                0.23333,                0.21421,                0.09162,                 2.2254,                 1.6643,                 2.0882,                 2.0065,              0.0012115,              0.0012115,              0.0012115
                    140,                 1.4933,                 1.1375,                 1.0046,                 1.4604,                0.44167,                0.73333,                 0.7673,                 0.4919,                0.44009,                0.73333,                 0.7767,                0.42232,                 2.2108,                 1.5874,                 1.4811,                 2.0566,              0.0012082,              0.0012082,              0.0012082
                    141,                 1.7367,                 1.1632,                 1.1675,                 1.4987,                0.67051,                0.66667,                0.70421,                0.38851,                0.70378,                 0.7031,                0.73049,                0.41477,                 2.2219,                 1.5928,                 1.5174,                 2.0811,              0.0012049,              0.0012049,              0.0012049
                    142,                 1.5452,                 1.1096,                 1.0782,                 1.4378,                0.58392,                   0.65,                0.72419,                0.44071,                0.57915,                0.68333,                0.75719,                 0.4651,                 2.1839,                 1.5402,                 1.6122,                 1.9884,              0.0012016,              0.0012016,              0.0012016
                    143,                 1.5601,                 1.2093,                 1.1585,                 1.4544,                0.91423,                    0.5,                0.69914,                0.38713,                0.91423,                    0.5,                0.74015,                0.45125,                 2.1035,                 2.0708,                 2.4968,                 1.9242,              0.0011983,              0.0011983,              0.0011983
                    144,                 1.4767,                 1.0797,                 1.0119,                 1.4501,                0.53886,                0.61828,                0.57503,                0.41784,                0.64025,                0.73257,                0.69624,                0.34674,                 2.5872,                 1.7496,                 4.9027,                  2.266,               0.001195,               0.001195,               0.001195
                    145,                 1.5617,                 1.1184,                 1.0964,                 1.4487,                 0.5613,                0.70718,                0.64986,                0.48225,                0.65372,                    0.8,                0.74564,                0.38157,                 2.5069,                  1.469,                 3.2769,                 2.1832,              0.0011917,              0.0011917,              0.0011917
                    146,                 1.5855,                 1.1218,                 1.0658,                 1.5209,                0.64745,                0.80776,                0.80925,                0.60321,                0.64745,                0.80776,                0.80562,                0.53353,                 1.9388,                 1.1036,                 1.3415,                 1.7579,              0.0011884,              0.0011884,              0.0011884
                    147,                  1.514,                 1.1375,                 1.0734,                 1.4445,                0.57761,                0.68333,                0.71889,                0.48535,                0.67842,                0.76667,                0.81768,                0.51402,                 2.3091,                  1.062,                 2.3425,                 1.9352,              0.0011851,              0.0011851,              0.0011851
                    148,                 1.5414,                 1.1557,                 1.0348,                 1.4776,                0.74286,                0.78333,                0.82166,                 0.5156,                0.69438,                0.80939,                 0.8261,                0.54607,                 2.1707,                 1.3054,                 2.0701,                 1.8585,              0.0011818,              0.0011818,              0.0011818
                    149,                 1.5276,                   1.19,                 1.0335,                 1.4881,                0.66927,                0.83333,                0.75617,                0.51794,                0.69008,                0.86667,                 0.7543,                0.43804,                 2.1015,                 1.5626,                 1.3337,                 1.8786,              0.0011785,              0.0011785,              0.0011785
                    150,                 1.5235,                 1.3025,                 1.0613,                 1.4901,                 0.5639,                0.68033,                0.71451,                0.54544,                0.58326,                0.69421,                0.73253,                0.47855,                 2.1597,                  1.339,                 1.2619,                 1.9133,              0.0011752,              0.0011752,              0.0011752
                    151,                  1.547,                 1.0988,                 1.0277,                 1.4046,                0.41004,                    0.8,                0.75621,                0.51332,                0.41004,                    0.8,                0.74355,                 0.4715,                 1.9937,                 1.5005,                  1.518,                 1.8582,              0.0011719,              0.0011719,              0.0011719
                    152,                 1.5082,                 1.1134,                 1.0003,                 1.3923,                0.48028,                0.71667,                0.77278,                0.53119,                0.48028,                0.71667,                0.76744,                0.49096,                 2.0007,                 1.5363,                 1.3711,                 1.8073,              0.0011686,              0.0011686,              0.0011686
                    153,                 1.4984,                 1.1543,                 1.0153,                 1.4179,                0.53242,                0.70011,                0.77263,                0.50953,                0.55293,                0.69949,                 0.8078,                0.49321,                  2.091,                 1.4857,                 1.5374,                 1.8045,              0.0011653,              0.0011653,              0.0011653
                    154,                 1.5173,                 1.1695,                0.98429,                 1.4286,                0.42171,                0.66667,                0.56921,                0.42295,                0.44979,                0.66597,                0.59879,                0.38689,                 2.1247,                 1.3363,                 3.0731,                 1.9359,               0.001162,               0.001162,               0.001162
                    155,                 1.4788,                 1.1683,                 1.0209,                 1.4289,                0.48832,                0.78333,                0.74098,                0.48948,                0.50056,                    0.8,                0.76795,                0.46867,                 2.1061,                 1.2684,                 1.5552,                 1.9002,              0.0011587,              0.0011587,              0.0011587
                    156,                 1.5815,                 1.0298,                 1.0204,                 1.4579,                0.48735,                0.85956,                0.78434,                0.51315,                0.48145,                0.83374,                0.79436,                0.48382,                 2.0582,                  1.331,                 1.2935,                 1.8043,              0.0011554,              0.0011554,              0.0011554
                    157,                 1.5516,                 1.1728,                 1.0236,                 1.4625,                0.55484,                    0.7,                0.74241,                0.49476,                0.59622,                0.71667,                0.77067,                0.47921,                  2.128,                 1.3006,                 1.3805,                 1.8197,              0.0011521,              0.0011521,              0.0011521
                    158,                 1.4749,                 1.1314,                 1.0668,                 1.4682,                  0.513,                0.73333,                0.72447,                0.50893,                0.54635,                0.76667,                0.73672,                0.47944,                 1.9936,                 1.2162,                 1.5388,                 1.8066,              0.0011488,              0.0011488,              0.0011488
                    159,                 1.4445,                 1.1901,                 1.0863,                  1.466,                0.61147,                   0.75,                0.76319,                0.51302,                0.63768,                0.76667,                0.79005,                0.49352,                 1.9886,                 1.1147,                 1.4449,                 1.7945,              0.0011455,              0.0011455,              0.0011455
                    160,                  1.467,                 1.1381,                0.98124,                 1.3667,                0.71158,                0.78736,                0.76599,                0.54785,                0.71158,                0.78736,                0.78413,                 0.4872,                 2.0972,                 1.0838,                 1.4545,                 1.8105,              0.0011422,              0.0011422,              0.0011422
                    161,                 1.4546,                 1.0177,                 1.0432,                 1.4244,                 0.7135,                0.78333,                0.78787,                0.60763,                0.73604,                0.83333,                0.81378,                 0.5018,                 2.0078,                 1.0692,                 1.4396,                 1.7185,              0.0011389,              0.0011389,              0.0011389
                    162,                 1.4307,                 1.1033,                0.94039,                 1.3699,                0.67802,                0.73333,                 0.7011,                0.51744,                0.72455,                0.78333,                0.80367,                0.48263,                 2.1633,                 1.1005,                 1.6557,                 1.8427,              0.0011356,              0.0011356,              0.0011356
                    163,                 1.4434,                 1.0687,                0.93256,                 1.3762,                0.64402,                0.71667,                0.71161,                0.47551,                0.66394,                0.73333,                0.75738,                0.46483,                 2.0541,                  1.132,                 1.8275,                 1.7721,              0.0011323,              0.0011323,              0.0011323
                    164,                 1.4615,                 1.0381,                0.98235,                 1.4702,                0.55002,                0.74525,                0.73507,                0.52066,                0.61006,                    0.8,                0.82239,                0.47086,                 2.1739,                 1.1331,                 1.7635,                 1.9138,               0.001129,               0.001129,               0.001129
                    165,                 1.4998,                0.97114,                0.98367,                 1.3816,                0.56912,                0.78333,                0.78338,                0.56526,                0.58497,                    0.8,                0.78709,                0.51248,                 2.0697,                 1.4242,                 2.2583,                 1.7857,              0.0011257,              0.0011257,              0.0011257
                    166,                 1.3996,                 1.0449,                0.93649,                 1.4068,                0.59924,                0.78333,                0.77248,                0.62223,                0.59399,                 0.8348,                0.77753,                0.51169,                 2.0192,                 1.4761,                 1.6588,                 1.7413,              0.0011224,              0.0011224,              0.0011224
                    167,                 1.4479,                 1.0297,                0.97932,                 1.4241,                0.73588,                0.78236,                0.78587,                0.53907,                0.75189,                0.79606,                0.82094,                0.47374,                  2.025,                 1.3899,                 1.9051,                 1.7829,              0.0011191,              0.0011191,              0.0011191
                    168,                 1.4613,                 1.1605,                 1.0392,                  1.452,                0.63636,                0.78333,                0.73664,                0.46658,                 0.6622,                0.81667,                0.76255,                0.45393,                 1.9562,                 1.3741,                 1.4945,                 1.7789,              0.0011158,              0.0011158,              0.0011158
                    169,                 1.5199,                  1.145,                 1.0567,                 1.4818,                0.74986,                0.73539,                0.79962,                0.47722,                0.74986,                0.73539,                0.81988,                0.47736,                 2.0392,                 1.3144,                 1.4755,                 1.7944,              0.0011125,              0.0011125,              0.0011125
                    170,                 1.4615,                  1.134,                 1.0441,                 1.4533,                0.62164,                0.73333,                0.80033,                 0.5431,                 0.6082,                0.73333,                0.81891,                0.53813,                 1.9106,                 1.3233,                 1.4768,                  1.703,              0.0011092,              0.0011092,              0.0011092
                    171,                 1.4014,                 1.1691,                 0.9404,                 1.3601,                0.47814,                0.81667,                0.79106,                0.58517,                0.46436,                    0.8,                0.77469,                0.51705,                 1.9642,                 1.6456,                 1.2883,                 1.7378,              0.0011059,              0.0011059,              0.0011059
                    172,                 1.4532,                 1.1779,                0.95721,                 1.3788,                0.66792,                    0.7,                0.80207,                0.55951,                0.66792,                    0.7,                0.82651,                0.59303,                 1.8725,                  1.436,                 1.3182,                 1.7497,              0.0011026,              0.0011026,              0.0011026
                    173,                 1.4222,                 1.0931,                0.94553,                 1.4504,                0.68088,                0.70391,                0.81367,                0.58398,                0.72106,                0.77492,                0.83046,                 0.5731,                 1.9559,                 1.2971,                 1.3192,                 1.8334,              0.0010993,              0.0010993,              0.0010993
                    174,                 1.5265,                 1.1051,                 0.9865,                 1.3941,                0.65153,                0.81667,                0.82023,                0.60856,                 0.6648,                0.84051,                0.84289,                 0.6051,                  1.862,                 1.1859,                 1.1277,                  1.777,               0.001096,               0.001096,               0.001096
                    175,                 1.4569,                 1.1872,                0.98677,                 1.3856,                0.61317,                0.80706,                0.79993,                0.60306,                0.63017,                0.82372,                0.82226,                0.53727,                 1.8573,                 1.1247,                 1.2602,                 1.7166,              0.0010927,              0.0010927,              0.0010927
                    176,                 1.3605,                0.98128,                0.95984,                 1.3393,                0.60997,                0.81667,                0.82998,                0.61338,                0.62707,                0.83333,                0.85783,                0.61283,                 1.8855,                 1.1055,                 1.5046,                 1.6869,              0.0010894,              0.0010894,              0.0010894
                    177,                 1.3927,                0.98813,                0.99326,                 1.4169,                0.54454,                   0.85,                0.79846,                 0.5883,                0.55354,                0.78333,                0.80268,                0.52343,                 1.8701,                  1.095,                 1.5394,                 1.6784,              0.0010861,              0.0010861,              0.0010861
                    178,                 1.4047,                 1.1243,                 0.9785,                 1.3797,                0.67804,                0.81667,                0.84836,                0.60894,                0.67958,                0.81667,                0.84421,                0.55903,                  1.807,                 1.0446,                 1.3508,                 1.6407,              0.0010828,              0.0010828,              0.0010828
                    179,                 1.3364,                 0.9415,                0.94247,                 1.3825,                0.66483,                    0.8,                0.82761,                0.60656,                0.66483,                    0.8,                0.83432,                0.54971,                 1.8258,                 1.0384,                 1.4689,                 1.6533,              0.0010795,              0.0010795,              0.0010795
                    180,                 1.3908,                0.94002,                0.94234,                 1.3563,                0.65674,                   0.75,                0.82777,                0.60515,                0.66577,                0.76521,                0.85198,                0.56583,                 1.9114,                0.98777,                 1.3312,                 1.6964,              0.0010762,              0.0010762,              0.0010762
                    181,                 1.4636,                 1.0949,                 1.0124,                 1.3816,                0.65565,                0.71667,                0.80994,                0.59523,                0.64548,                0.76667,                0.82118,                0.54177,                  1.854,                0.96114,                 1.2948,                 1.6697,              0.0010729,              0.0010729,              0.0010729
                    182,                  1.442,                 1.1023,                 1.0024,                 1.4012,                0.71332,                0.76485,                0.81123,                0.54991,                0.71332,                0.76485,                0.80024,                0.53892,                 1.8673,                 1.0313,                 1.2995,                 1.6952,              0.0010696,              0.0010696,              0.0010696
                    183,                 1.4034,                 1.0737,                0.97829,                 1.4258,                0.78078,                0.74906,                0.85719,                0.63413,                0.77641,                   0.75,                0.85391,                0.61718,                 1.7926,                 1.0577,                 1.3484,                 1.6693,              0.0010663,              0.0010663,              0.0010663
                    184,                 1.4473,                 1.0801,                 1.0066,                 1.4375,                0.76172,                0.78333,                0.83168,                0.61483,                  0.752,                0.81667,                0.85582,                0.60762,                 1.9702,                 1.3879,                 1.3658,                 1.7529,               0.001063,               0.001063,               0.001063
                    185,                 1.4435,                 1.0305,                0.97217,                 1.4217,                0.82964,                0.75744,                0.84464,                0.61687,                0.85285,                 0.7804,                0.86306,                0.64927,                 1.9467,                 1.6344,                 1.4922,                 1.7116,              0.0010597,              0.0010597,              0.0010597
                    186,                 1.3372,                 1.0325,                0.89921,                  1.371,                0.66932,                0.91115,                0.80878,                0.60482,                 0.6503,                0.85033,                0.81133,                0.59488,                 1.8752,                 1.3343,                 1.2388,                 1.7268,              0.0010564,              0.0010564,              0.0010564
                    187,                 1.3652,                 1.0998,                0.91041,                 1.3424,                0.63284,                 0.8996,                0.83582,                0.62477,                0.61675,                0.86667,                0.81962,                0.61488,                 1.7795,                 1.2774,                 1.1503,                 1.6721,              0.0010531,              0.0010531,              0.0010531
                    188,                 1.3075,                0.97984,                0.91138,                 1.3692,                0.63579,                0.78377,                0.85607,                0.60383,                0.67783,                0.81667,                0.87559,                0.62801,                 1.9783,                 1.2909,                 1.1805,                 1.7983,              0.0010498,              0.0010498,              0.0010498
