                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    245,                 1.1738,                0.92176,                0.81571,                 1.2469,                 0.3342,                      1,                0.59084,                0.38266,                 0.3342,                      1,                0.60387,                0.42912,                  1.613,                0.98238,                 1.0514,                 1.4106,             0.00086164,             0.00086164,             0.00086164
                    246,                 1.2134,                0.97361,                0.82352,                 1.2063,                0.32189,                0.81056,                0.55372,                0.35766,                0.32139,                0.80647,                0.56089,                0.39658,                 1.6201,                0.95374,                 1.4277,                 1.4529,             0.00085834,             0.00085834,             0.00085834
                    247,                 1.1496,                0.90011,                0.78337,                 1.2769,                0.60212,                0.96667,                0.69592,                0.50463,                0.60212,                0.96667,                0.69669,                0.52047,                 1.4746,                 1.0033,                 1.2875,                 1.4083,             0.00085504,             0.00085504,             0.00085504
                    248,                 1.1813,                 1.0406,                0.80907,                 1.2201,                0.75071,                0.82808,                0.91282,                0.74843,                0.75071,                0.82808,                 0.9098,                0.67092,                 1.4438,                 1.1521,                 1.2112,                 1.4612,             0.00085174,             0.00085174,             0.00085174
                    249,                 1.1177,                0.94699,                0.77336,                 1.2405,                0.82577,                    0.9,                 0.9524,                0.75247,                0.81706,                0.88333,                0.90612,                0.61055,                 1.4032,                 1.0893,                 0.9897,                 1.4485,             0.00084844,             0.00084844,             0.00084844
                    250,                 1.0963,                0.87915,                 0.7278,                 1.1904,                0.77469,                0.94785,                0.94052,                0.67641,                0.76244,                0.93333,                0.92637,                0.65407,                 1.5576,                 1.1086,                   1.03,                  1.531,             0.00084514,             0.00084514,             0.00084514
                    251,                 1.2275,                0.97709,                0.76766,                 1.2483,                0.68901,                    0.9,                  0.876,                0.62572,                0.68585,                0.89379,                0.86449,                0.62544,                 1.8098,                 1.2227,                 1.1576,                 1.6366,             0.00084184,             0.00084184,             0.00084184
                    252,                 1.1614,                0.91938,                0.77136,                 1.1978,                 0.8175,                 0.8266,                0.93812,                0.69495,                0.77505,                0.78947,                0.90094,                0.65161,                 1.5909,                 1.2307,                 1.0555,                 1.4487,             0.00083853,             0.00083853,             0.00083853
                    253,                 1.1236,                0.92804,                0.71887,                 1.1988,                0.82238,                0.79271,                0.91515,                0.72613,                0.79911,                0.76791,                0.87722,                0.64353,                 1.6058,                 1.2976,                 1.1291,                 1.4685,             0.00083523,             0.00083523,             0.00083523
                    254,                 1.1121,                0.89346,                0.72343,                 1.2169,                0.74792,                   0.85,                 0.9375,                0.73954,                0.83288,                   0.75,                 0.8986,                0.70783,                 1.5273,                 1.1796,                 0.9884,                 1.4249,             0.00083193,             0.00083193,             0.00083193
                    255,                 1.1474,                0.90578,                0.73667,                 1.2007,                 0.7481,                0.81667,                 0.9176,                0.70086,                0.68901,                0.87304,                0.92153,                0.71568,                 1.5067,                 1.0959,                 1.0229,                 1.4163,             0.00082863,             0.00082863,             0.00082863
                    256,                 1.1568,                0.86992,                0.74618,                 1.2432,                0.76181,                0.88333,                0.92064,                0.71133,                0.77272,                    0.9,                0.93728,                 0.7463,                 1.4167,                0.96728,                  0.988,                 1.3437,             0.00082533,             0.00082533,             0.00082533
                    257,                 1.1264,                0.92009,                0.79125,                 1.2395,                0.72055,                0.88333,                0.91155,                0.71076,                0.72948,                0.88333,                 0.9202,                0.71561,                 1.3372,                 0.9418,                 1.0427,                 1.3714,             0.00082203,             0.00082203,             0.00082203
                    258,                 1.1098,                0.89968,                0.76166,                  1.205,                0.70935,                0.89596,                0.90013,                0.71373,                0.72663,                0.91201,                0.92485,                0.73137,                 1.2915,                0.95815,                 1.0389,                 1.3552,             0.00081873,             0.00081873,             0.00081873
                    259,                  1.175,                0.92009,                0.78174,                 1.2262,                0.73573,                0.85974,                0.91459,                0.71125,                0.73472,                   0.85,                0.92108,                0.73802,                 1.3404,                0.97005,                 1.0528,                 1.3652,             0.00081543,             0.00081543,             0.00081543
                    260,                 1.1275,                0.85667,                0.74821,                 1.2863,                0.81507,                0.87828,                0.94661,                0.71501,                0.79942,                0.85647,                0.94334,                0.72479,                 1.4053,                0.97656,                 1.1099,                 1.3803,             0.00081213,             0.00081213,             0.00081213
                    261,                 1.1689,                0.94805,                0.78898,                 1.2252,                0.78105,                0.86667,                0.95287,                0.72011,                0.76444,                0.86667,                 0.9639,                0.72606,                 1.4131,                 1.0392,                0.97103,                 1.4003,             0.00080883,             0.00080883,             0.00080883
                    262,                 1.1065,                0.89384,                0.76319,                 1.2046,                 0.7852,                 0.8948,                0.95066,                0.71983,                0.76352,                 0.8819,                0.93523,                0.72203,                 1.4251,                 1.1403,                0.98317,                 1.5179,             0.00080553,             0.00080553,             0.00080553
                    263,                 1.1351,                0.87254,                 0.7615,                 1.2175,                0.75615,                0.88333,                0.93658,                0.71433,                 0.7378,                0.86667,                0.90521,                0.70513,                 1.3953,                 1.2227,                 1.0456,                 1.5725,             0.00080223,             0.00080223,             0.00080223
                    264,                 1.0763,                0.86277,                0.71692,                 1.2023,                0.84648,                0.86692,                0.96129,                0.77468,                0.82566,                0.85026,                0.93419,                 0.7293,                 1.3943,                 1.1176,                0.95184,                 1.3914,             0.00079893,             0.00079893,             0.00079893
                    265,                 1.0737,                0.91213,                0.77772,                 1.1838,                0.82023,                0.88333,                0.95576,                0.73022,                0.80997,                0.86667,                0.92294,                0.78568,                 1.4241,                 1.1113,                0.91662,                 1.4304,             0.00079563,             0.00079563,             0.00079563
                    266,                 1.1172,                0.84018,                0.73517,                 1.2039,                0.80689,                    0.9,                0.96015,                0.71061,                0.76753,                0.86667,                0.91921,                0.72036,                 1.5146,                 1.2065,                0.95182,                 1.4129,             0.00079233,             0.00079233,             0.00079233
                    267,                 1.0549,                0.97233,                0.72841,                 1.1831,                0.74417,                0.86667,                0.91227,                0.66357,                0.80322,                0.83333,                0.92559,                0.73031,                 1.5709,                 1.3667,                 1.0637,                  1.479,             0.00078902,             0.00078902,             0.00078902
                    268,                 1.0697,                0.84968,                0.71604,                 1.1836,                0.74834,                0.80797,                0.89798,                0.65029,                0.79077,                  0.836,                0.92863,                0.72794,                 1.6367,                 1.3627,                  1.069,                 1.5663,             0.00078572,             0.00078572,             0.00078572
                    269,                 1.1156,                0.86726,                0.72647,                  1.251,                0.75648,                0.87884,                0.95015,                0.69239,                0.75648,                0.87884,                0.95015,                0.72079,                 1.5554,                 1.0316,                 1.3665,                 1.4778,             0.00078242,             0.00078242,             0.00078242
                    270,                 1.0708,                0.81652,                 0.7061,                 1.1999,                0.75451,                0.90016,                0.93871,                0.68466,                0.75451,                0.90016,                0.93871,                0.73498,                 1.5708,                 1.0036,                0.97848,                 1.4418,             0.00077912,             0.00077912,             0.00077912
                    271,                 1.1367,                0.97485,                  0.749,                 1.2009,                0.80972,                 0.9453,                0.94977,                0.69789,                0.80972,                 0.9453,                0.94977,                0.75192,                 1.5704,                 0.9647,                 0.9306,                 1.4273,             0.00077582,             0.00077582,             0.00077582
                    272,                 1.1258,                0.92292,                0.70249,                 1.2276,                0.77735,                0.96667,                0.92324,                0.66407,                0.77735,                0.96667,                0.92324,                0.72926,                  1.436,                 1.1776,                 1.0484,                 1.3595,             0.00077252,             0.00077252,             0.00077252
                    273,                 1.1218,                0.97198,                0.73374,                 1.1869,                0.71052,                0.81673,                0.86835,                 0.6603,                0.68878,                0.80007,                0.84034,                0.69303,                  1.425,                 1.1595,                 1.8192,                 1.4181,             0.00076922,             0.00076922,             0.00076922
                    274,                 1.1022,                0.86455,                 0.7155,                 1.1982,                0.76468,                0.82282,                0.89622,                0.69421,                0.74327,                0.80615,                0.86817,                0.72768,                 1.3534,                 1.0428,                 1.6611,                  1.377,             0.00076592,             0.00076592,             0.00076592
                    275,                 1.0278,                0.85328,                0.66592,                 1.1784,                0.63591,                0.96667,                0.94753,                0.72684,                0.62112,                   0.95,                 0.9321,                0.75339,                 1.3707,                 1.0871,                 1.0417,                 1.3347,             0.00076262,             0.00076262,             0.00076262
                    276,                 1.1069,                0.92859,                0.73164,                 1.1833,                 0.8948,                0.85926,                0.95033,                0.73579,                0.87495,                0.83929,                0.92713,                0.75361,                 1.3552,                 1.1775,                 1.5308,                 1.3442,             0.00075932,             0.00075932,             0.00075932
                    277,                 1.1552,                0.83133,                 0.7531,                 1.1769,                0.92728,                0.88539,                0.95662,                0.73454,                0.92728,                0.88539,                0.95505,                0.75101,                 1.3929,                  1.189,                 1.1798,                 1.3359,             0.00075602,             0.00075602,             0.00075602
                    278,                 1.0807,                0.77417,                0.71213,                 1.1612,                0.85769,                0.93447,                0.95527,                0.69571,                0.85769,                0.93447,                0.95646,                0.73701,                 1.6313,                  1.169,                0.92123,                 1.4789,             0.00075272,             0.00075272,             0.00075272
                    279,                 1.1631,                0.96079,                0.75157,                 1.1578,                0.81107,                0.93333,                0.94606,                0.63704,                0.80149,                0.91203,                0.94082,                0.80261,                 1.6367,                  1.099,                0.96797,                 1.5023,             0.00074942,             0.00074942,             0.00074942
                    280,                 1.0989,                0.84457,                0.73316,                 1.1899,                0.85332,                0.88228,                0.95747,                0.70757,                0.85332,                0.88228,                0.95747,                0.73862,                 1.5308,                 1.1615,                 0.9176,                 1.3908,             0.00074612,             0.00074612,             0.00074612
                    281,                 1.0955,                0.90191,                0.72617,                 1.1983,                0.84444,                0.88669,                0.94472,                0.71403,                0.86428,                0.90336,                0.96206,                0.73872,                 1.4807,                 1.1453,                0.86456,                 1.3568,             0.00074282,             0.00074282,             0.00074282
                    282,                 1.0846,                0.79875,                0.71779,                 1.2169,                0.79554,                0.90692,                0.95286,                0.72624,                0.81287,                0.92327,                0.96484,                0.75701,                 1.5196,                 1.0913,                0.89088,                 1.4159,             0.00073951,             0.00073951,             0.00073951
                    283,                 1.0501,                0.89521,                0.68233,                 1.1834,                0.80509,                0.93333,                0.96033,                0.74247,                0.80509,                0.93333,                0.95948,                0.75958,                 1.4221,                0.99184,                0.90437,                 1.3874,             0.00073621,             0.00073621,             0.00073621
                    284,                 1.0657,                0.88748,                0.68164,                 1.1948,                0.92051,                0.86667,                0.94632,                0.73171,                0.92051,                0.86667,                0.94632,                0.74185,                 1.4754,                 1.1758,                0.97963,                 1.3763,             0.00073291,             0.00073291,             0.00073291
                    285,                 1.0048,                0.86506,                0.66343,                 1.1341,                0.90943,                0.88333,                0.94892,                 0.7288,                0.90112,                0.88066,                0.93867,                0.73966,                 1.4658,                 1.3091,                0.96256,                 1.3934,             0.00072961,             0.00072961,             0.00072961
                    286,                 1.1564,                0.93251,                0.73022,                 1.1385,                0.89265,                0.87613,                0.96973,                0.71908,                0.84871,                 0.8426,                0.92408,                0.72414,                 1.3789,                 1.2801,                 1.0392,                 1.3773,             0.00072631,             0.00072631,             0.00072631
                    287,                  1.059,                0.90365,                0.65771,                 1.1421,                0.88043,                0.89282,                0.97344,                0.76683,                0.81987,                0.84125,                0.92869,                0.72952,                 1.3922,                   1.18,                  1.182,                 1.3713,             0.00072301,             0.00072301,             0.00072301
                    288,                 1.0279,                0.80842,                0.65166,                 1.1869,                0.83773,                0.88467,                 0.9572,                0.77267,                0.81821,                0.88333,                 0.9288,                0.79749,                 1.3621,                 1.0502,                0.88618,                 1.3032,             0.00071971,             0.00071971,             0.00071971
                    289,                 1.0791,                0.82702,                0.69267,                 1.2085,                0.79868,                0.94592,                0.94619,                0.75474,                0.78272,                0.92994,                 0.9171,                0.74382,                 1.4372,                 1.0741,                0.88111,                 1.3277,             0.00071641,             0.00071641,             0.00071641
                    290,                 1.0247,                0.88006,                0.68473,                 1.1373,                0.82675,                   0.95,                0.96441,                0.74895,                0.82675,                   0.95,                0.96441,                0.76322,                 1.3695,                  1.097,                 0.8315,                 1.3682,             0.00071311,             0.00071311,             0.00071311
                    291,                 1.1029,                0.88877,                0.68632,                 1.1656,                0.89618,                0.94477,                0.98302,                  0.767,                0.89618,                0.94477,                0.98062,                0.76998,                 1.3447,                 1.1059,                0.88975,                  1.339,             0.00070981,             0.00070981,             0.00070981
                    292,                 1.0726,                0.94585,                0.70619,                 1.1765,                0.93715,                0.92025,                0.97919,                 0.7528,                0.91807,                0.90358,                0.96138,                0.74684,                 1.3808,                 1.0668,                 1.0021,                 1.3121,             0.00070651,             0.00070651,             0.00070651
                    293,                 1.0848,                0.95666,                0.71269,                 1.1674,                0.87947,                    0.9,                0.96306,                 0.7098,                0.87947,                    0.9,                0.95545,                0.75936,                 1.4688,                 1.1683,                 1.0188,                 1.3664,             0.00070321,             0.00070321,             0.00070321
                    294,                 1.0893,                 0.8821,                0.66554,                 1.1161,                0.82879,                0.85798,                0.95771,                0.73179,                0.82879,                0.85798,                0.95771,                0.77281,                 1.3562,                 1.1526,                 1.1131,                 1.3435,             0.00069991,             0.00069991,             0.00069991
                    295,                 1.0346,                 0.8473,                 0.6391,                 1.1228,                0.76569,                0.91682,                0.95822,                0.73704,                 0.7461,                0.90266,                0.92397,                0.75841,                 1.3667,                 1.1821,                0.98734,                 1.3918,             0.00069661,             0.00069661,             0.00069661
                    296,                 1.0428,                0.88664,                0.68782,                 1.1765,                0.83633,                   0.95,                0.96542,                0.74938,                0.81388,                0.93333,                0.94291,                0.74924,                 1.2934,                 1.1909,                0.89259,                 1.3623,             0.00069331,             0.00069331,             0.00069331
                    297,                 1.0478,                0.85783,                0.72498,                 1.2144,                0.82414,                0.89481,                0.97697,                0.75499,                0.82414,                0.89481,                0.97697,                0.75877,                 1.2983,                 1.0304,                0.86242,                 1.2954,                0.00069,                0.00069,                0.00069
                    298,                  1.053,                0.90403,                0.68394,                 1.1691,                0.73287,                 0.9513,                0.96862,                0.75706,                0.73287,                 0.9513,                0.96862,                  0.774,                  1.249,                0.96512,                0.81002,                  1.246,              0.0006867,              0.0006867,              0.0006867
                    299,                 1.0611,                0.91478,                0.67021,                 1.1588,                0.81722,                0.88957,                0.96729,                0.77631,                0.81722,                0.88957,                0.96858,                0.82823,                 1.2023,                0.91442,                0.80737,                 1.2261,              0.0006834,              0.0006834,              0.0006834
                    300,                 1.0414,                0.83098,                0.65781,                 1.1055,                0.84867,                0.93827,                0.98856,                0.75474,                0.84215,                0.95235,                0.98478,                0.79076,                  1.312,                 0.8759,                0.81278,                 1.2629,              0.0006801,              0.0006801,              0.0006801
                    301,                0.99079,                0.80375,                0.63889,                  1.169,                0.85083,                   0.95,                0.98456,                0.74444,                0.85083,                   0.95,                0.98712,                0.79236,                 1.4002,                0.86643,                0.83339,                  1.344,              0.0006768,              0.0006768,              0.0006768
                    302,                  1.036,                0.86604,                0.67732,                 1.1902,                0.83156,                0.97551,                0.98833,                0.75021,                0.83156,                0.97551,                0.99098,                0.79056,                 1.3135,                0.90498,                0.85274,                 1.3645,              0.0006735,              0.0006735,              0.0006735
                    303,                 1.0767,                0.86147,                0.69502,                 1.1335,                0.75758,                0.93333,                0.95914,                0.77892,                0.77578,                   0.95,                0.97499,                0.76294,                 1.2833,                 0.8944,                 2.1896,                  1.315,              0.0006702,              0.0006702,              0.0006702
                    304,                 1.0328,                0.85076,                0.64906,                 1.1462,                0.72491,                 0.9254,                0.94895,                0.74149,                0.74299,                0.94137,                0.96848,                0.75781,                 1.2872,                0.96966,                  2.401,                 1.3311,              0.0006669,              0.0006669,              0.0006669
                    305,                 1.0893,                0.80243,                0.70108,                  1.158,                0.80057,                0.90984,                0.94143,                0.74911,                0.81922,                0.92599,                0.96926,                0.72306,                  1.318,                0.93695,                0.87599,                 1.3377,              0.0006636,              0.0006636,              0.0006636
                    306,                 1.0939,                0.88892,                0.70768,                 1.2006,                0.82492,                    0.9,                0.94055,                0.72119,                0.82492,                    0.9,                0.94795,                0.69761,                 1.3811,                 0.9991,                0.87705,                 1.3778,              0.0006603,              0.0006603,              0.0006603
                    307,                0.98227,                0.89368,                 0.6278,                 1.1759,                0.83213,                0.92278,                0.97672,                0.73053,                 0.7926,                0.89015,                0.93828,                0.73829,                 1.4446,                 1.1283,                0.94429,                 1.4328,               0.000657,               0.000657,               0.000657
                    308,                 1.0046,                0.93762,                 0.6582,                 1.1798,                0.80373,                0.90781,                0.96949,                0.71693,                0.78365,                0.89285,                0.95021,                0.76189,                 1.4043,                  1.204,                 1.1881,                 1.3887,              0.0006537,              0.0006537,              0.0006537
                    309,                 1.0165,                0.77339,                0.65223,                 1.2151,                0.72132,                0.91182,                 0.9668,                 0.7521,                0.71039,                 0.9526,                0.96762,                 0.7758,                 1.4577,                 1.0663,                0.94634,                 1.3539,              0.0006504,              0.0006504,              0.0006504
                    310,                 1.0585,                0.87473,                0.65006,                 1.1667,                0.70803,                0.87828,                0.95383,                0.73486,                0.72202,                0.93333,                0.96018,                0.83778,                 1.4854,                0.96325,                0.93721,                 1.3477,              0.0006471,              0.0006471,              0.0006471
                    311,                 1.0392,                0.95692,                0.67207,                 1.1137,                0.74127,                0.89771,                0.95908,                0.71576,                0.74127,                0.89771,                0.95908,                0.81225,                 1.4578,                 1.0251,                0.84673,                 1.3157,              0.0006438,              0.0006438,              0.0006438
                    312,                 1.0155,                0.85675,                0.66006,                 1.1498,                0.80698,                0.90952,                0.98669,                0.74513,                0.80698,                0.90952,                0.98637,                0.77719,                 1.4695,                 1.0426,                0.79428,                 1.2932,             0.00064049,             0.00064049,             0.00064049
                    313,                 1.0609,                0.91215,                 0.6633,                 1.1095,                0.82609,                0.92584,                0.99227,                0.76125,                0.82609,                0.92584,                0.99227,                0.77791,                 1.3513,                 1.0445,                0.75462,                 1.3057,             0.00063719,             0.00063719,             0.00063719
                    314,                 1.0433,                0.89166,                0.66766,                 1.1254,                0.84495,                0.90196,                0.99267,                0.76704,                 0.8229,                0.91297,                0.98435,                0.77968,                 1.3599,                 1.0278,                 0.8374,                 1.3466,             0.00063389,             0.00063389,             0.00063389
                    315,                0.96678,                0.79375,                 0.6395,                 1.1429,                0.83346,                0.96667,                0.99244,                0.81963,                0.83346,                0.96667,                0.99244,                0.77551,                 1.3161,                 1.0544,                0.83534,                 1.3119,             0.00063059,             0.00063059,             0.00063059
                    316,                0.95976,                0.81965,                0.64457,                 1.1096,                 0.8412,                0.92971,                0.97703,                0.74641,                 0.8412,                0.92971,                0.97703,                0.71143,                 1.3183,                 1.1019,                0.93172,                 1.2848,             0.00062729,             0.00062729,             0.00062729
                    317,                 1.0341,                0.85906,                0.64105,                 1.1399,                0.85123,                0.92721,                0.98087,                0.80459,                0.85123,                0.92721,                0.97574,                0.76467,                 1.2827,                 1.1292,                0.86593,                 1.2517,             0.00062399,             0.00062399,             0.00062399
                    318,                0.99534,                0.82942,                0.64654,                 1.1411,                0.86857,                0.92483,                0.96975,                0.76141,                0.86857,                0.92483,                0.97477,                0.76443,                 1.3496,                 1.0842,                 0.8498,                 1.3015,             0.00062069,             0.00062069,             0.00062069
                    319,                 1.0021,                0.82727,                0.63521,                 1.1294,                0.88587,                0.95474,                0.97442,                0.76634,                 0.8679,                0.93836,                0.96523,                 0.7703,                 1.3313,                 1.0387,                0.83992,                 1.3379,             0.00061739,             0.00061739,             0.00061739
                    320,                 1.0201,                0.78141,                0.65723,                 1.1075,                0.87022,                 0.9507,                0.98981,                0.77487,                0.87022,                 0.9507,                0.98981,                0.76857,                 1.2276,                 1.0212,                0.76101,                 1.2505,             0.00061409,             0.00061409,             0.00061409
                    321,                0.98044,                0.85646,                0.61302,                 1.0895,                0.82362,                0.93064,                0.97959,                0.75864,                0.82362,                0.93064,                0.97676,                0.76763,                 1.2684,                 1.0499,                0.73078,                 1.2463,             0.00061079,             0.00061079,             0.00061079
                    322,                0.96428,                 0.8755,                0.58937,                 1.1358,                0.83673,                0.93991,                0.98919,                0.79776,                0.83673,                0.93991,                0.98919,                0.77573,                 1.2875,                 1.0249,                0.73973,                 1.2565,             0.00060749,             0.00060749,             0.00060749
                    323,                 1.0133,                0.81332,                0.62704,                 1.1197,                0.85971,                0.93865,                0.98466,                0.80518,                0.85971,                0.93865,                0.98466,                0.77437,                 1.2625,                0.94966,                0.75604,                 1.2788,             0.00060419,             0.00060419,             0.00060419
                    324,                 0.9323,                0.85521,                0.62091,                 1.1276,                0.85234,                0.93837,                0.98434,                0.74133,                0.85234,                0.93837,                0.98434,                0.82266,                 1.3414,                0.96921,                0.83017,                 1.2972,             0.00060089,             0.00060089,             0.00060089
                    325,                 1.0451,                0.87928,                 0.6949,                 1.1385,                0.85162,                0.92556,                0.97751,                0.75277,                0.87553,                    0.9,                0.97813,                 0.7672,                  1.338,                 1.0376,                0.93503,                 1.3011,             0.00059759,             0.00059759,             0.00059759
                    326,                0.95292,                0.85862,                0.62473,                  1.076,                0.85541,                0.96566,                0.97775,                0.74675,                0.86243,                    0.9,                 0.9622,                0.75645,                 1.3607,                 1.2309,                0.88885,                 1.3154,             0.00059429,             0.00059429,             0.00059429
                    327,                0.93747,                0.79813,                0.59147,                 1.0853,                0.86179,                   0.95,                0.97575,                0.71658,                0.85743,                0.88333,                0.95915,                0.75371,                 1.5036,                 1.1619,                0.88292,                 1.3717,             0.00059098,             0.00059098,             0.00059098
                    328,                0.97737,                0.79377,                0.62936,                 1.0827,                 0.8891,                0.96956,                 0.9808,                0.79967,                0.87159,                0.95333,                0.96958,                0.70927,                 1.3811,                  1.003,                0.87409,                  1.342,             0.00058768,             0.00058768,             0.00058768
                    329,                 1.0363,                0.80564,                0.62602,                 1.1585,                0.89818,                0.96667,                0.97602,                 0.8014,                0.89818,                0.96667,                0.97602,                 0.7442,                 1.3499,                 1.0588,                   1.11,                  1.322,             0.00058438,             0.00058438,             0.00058438
                    330,                0.97924,                0.81741,                0.62814,                 1.1362,                0.86565,                0.94931,                0.96845,                0.75269,                0.84758,                0.93432,                0.95016,                0.74881,                 1.3724,                 1.1123,                0.83603,                   1.37,             0.00058108,             0.00058108,             0.00058108
                    331,                0.93531,                0.84847,                0.63773,                 1.1025,                0.82156,                0.86667,                0.96011,                0.76166,                0.79923,                   0.85,                 0.9304,                 0.7478,                  1.185,                   1.03,                0.94542,                 1.3259,             0.00057778,             0.00057778,             0.00057778
                    332,                0.96901,                0.79379,                0.62049,                 1.0865,                0.78307,                0.95717,                0.97273,                0.77729,                0.78307,                0.95717,                0.97273,                0.76868,                 1.2243,                0.99898,                 0.8647,                 1.2769,             0.00057448,             0.00057448,             0.00057448
                    333,                0.96545,                0.78626,                0.66077,                 1.1141,                0.79037,                0.98333,                0.97156,                0.80108,                0.79037,                0.98333,                0.97156,                0.76736,                   1.35,                 1.0688,                0.79655,                 1.3354,             0.00057118,             0.00057118,             0.00057118
                    334,                 0.9986,                0.81198,                0.63946,                 1.1339,                0.75263,                0.88392,                0.96818,                 0.8053,                0.75263,                0.88392,                0.96818,                 0.7764,                 1.2958,                  1.127,                 0.9001,                 1.3389,             0.00056788,             0.00056788,             0.00056788
                    335,                0.96101,                0.81495,                 0.5897,                 1.1435,                0.80817,                0.94945,                0.95371,                0.78686,                0.80817,                0.94945,                0.95371,                0.77486,                 1.3778,                  1.195,                0.81475,                 1.3336,             0.00056458,             0.00056458,             0.00056458
                    336,                0.92659,                0.76074,                0.60126,                 1.1001,                0.85077,                   0.95,                0.97368,                 0.7922,                0.83355,                0.93333,                 0.9522,                0.75995,                  1.339,                 1.4069,                0.81037,                  1.297,             0.00056128,             0.00056128,             0.00056128
                    337,                 0.9607,                0.78303,                 0.6116,                 1.0894,                0.86779,                 0.9672,                0.97527,                 0.7887,                0.83287,                0.93406,                0.95118,                0.75982,                 1.3787,                 1.2464,                0.83801,                 1.3394,             0.00055798,             0.00055798,             0.00055798
                    338,                0.99895,                0.79114,                0.64502,                 1.1232,                0.85343,                0.96847,                0.97295,                0.79197,                0.83563,                0.95312,                0.95505,                0.75384,                 1.3796,                 1.1825,                0.84134,                 1.3347,             0.00055468,             0.00055468,             0.00055468
