Unnamed: 0,Timestamp,ImageName,OutputPath,Label,Confidence,CoordinateStart,CoordinateEnd,ScanLength
,2024-08-05,sample_198.png,runs/segment/result/image\2024-08-05\sample_198.png,0.0,0.9643666744232178,"[1292, 278]","[875, 1705]",1486.6801942583347
,2024-08-05,sample_199.png,runs/segment/result/image\2024-08-05\sample_199.png,0.0,0.9639055728912354,"[1291, 278]","[877, 1708]",1488.7229426592444
,2024-08-05,sample_200.png,runs/segment/result/image\2024-08-05\sample_200.png,0.0,0.9692912101745604,"[849, 278]","[1324, 1702]",1501.1332385900994
,2024-08-05,sample_201.png,runs/segment/result/image\2024-08-05\sample_201.png,0.0,0.9707986116409302,"[856, 275]","[1314, 1705]",1501.5538618377964
,2024-08-05,sample_202.png,runs/segment/result/image\2024-08-05\sample_202.png,0.0,0.9699763655662536,"[848, 278]","[1319, 1705]",1502.7208656300745
,2024-08-05,sample_203.png,runs/segment/result/image\2024-08-05\sample_203.png,0.0,0.9802167415618896,"[1585, 444]","[627, 1561]",1471.5478245711215
,2024-08-05,sample_204.png,runs/segment/result/image\2024-08-05\sample_204.png,0.0,0.9816564917564392,"[1584, 444]","[631, 1561]",1468.2976537473592
,2024-08-05,sample_205.png,runs/segment/result/image\2024-08-05\sample_205.png,0.0,0.9811111688613892,"[1584, 444]","[630, 1561]",1468.9469016952246
,2024-08-05,sample_206.png,runs/segment/result/image\2024-08-05\sample_206.png,0.0,0.9651135206222534,"[933, 300]","[1331, 1756]",1509.4171060379567
,2024-08-05,sample_207.png,runs/segment/result/image\2024-08-05\sample_207.png,0.0,0.9640401005744934,"[938, 300]","[1329, 1760]",1511.4499660921629
,2024-08-05,sample_208.png,runs/segment/result/image\2024-08-05\sample_208.png,0.0,0.9638345241546632,"[930, 300]","[1328, 1750]",1503.6302737042774
,2024-08-05,sample_209.png,runs/segment/result/image\2024-08-05\sample_209.png,0.0,0.9635286927223206,"[942, 304]","[1317, 1756]",1499.642957506886
,2024-08-05,sample_210.png,runs/segment/result/image\2024-08-05\sample_210.png,0.0,0.9735598564147948,"[1510, 380]","[759, 1648]",1473.7113014427216
,2024-08-05,sample_211.png,runs/segment/result/image\2024-08-05\sample_211.png,0.0,0.9734630584716796,"[1533, 380]","[753, 1648]",1488.6987606631503
,2024-08-05,sample_212.png,runs/segment/result/image\2024-08-05\sample_212.png,0.0,0.9576796889305116,"[1114, 291]","[1105, 1763]",1472.027513329829
,2024-08-05,sample_213.png,runs/segment/result/image\2024-08-05\sample_213.png,0.0,0.958672046661377,"[1115, 291]","[1106, 1763]",1472.027513329829
,2024-08-05,sample_214.png,runs/segment/result/image\2024-08-05\sample_214.png,0.0,0.9728301763534546,"[1288, 291]","[748, 1696]",1505.199322349037
,2024-08-05,sample_215.png,runs/segment/result/image\2024-08-05\sample_215.png,0.0,0.9740299582481384,"[1282, 304]","[747, 1692]",1487.5378986768708
,2024-08-05,sample_216.png,runs/segment/result/image\2024-08-05\sample_216.png,0.0,0.9740070104599,"[1290, 291]","[741, 1696]",1508.4515239145076
,2024-08-05,sample_217.png,runs/segment/result/image\2024-08-05\sample_217.png,0.0,0.9740341901779176,"[1288, 291]","[748, 1696]",1505.199322349037
,2024-08-05,sample_218.png,runs/segment/result/image\2024-08-05\sample_218.png,0.0,0.97492516040802,"[514, 409]","[1511, 1571]",1531.0953595383926
,2024-08-05,sample_219.png,runs/segment/result/image\2024-08-05\sample_219.png,0.0,0.9732083082199096,"[519, 409]","[1509, 1574]",1528.8312529510902
,2024-08-05,sample_220.png,runs/segment/result/image\2024-08-05\sample_220.png,0.0,0.9746835231781006,"[527, 412]","[1486, 1571]",1504.3144618064402
,2024-08-05,sample_221.png,runs/segment/result/image\2024-08-05\sample_221.png,0.0,0.9731823205947876,"[510, 409]","[1493, 1574]",1524.3077117170274
,2024-08-05,sample_222.png,runs/segment/result/image\2024-08-05\sample_222.png,0.0,0.9739630818367004,"[525, 412]","[1515, 1574]",1526.5464290351604
,2024-08-05,sample_223.png,runs/segment/result/image\2024-08-05\sample_223.png,0.0,0.9732460379600524,"[516, 409]","[1498, 1574]",1523.6630204871417
,2024-08-05,sample_224.png,runs/segment/result/image\2024-08-05\sample_224.png,0.0,0.9734740257263184,"[526, 412]","[1503, 1571]",1515.8528952375293
,2024-08-05,sample_225.png,runs/segment/result/image\2024-08-05\sample_225.png,0.0,0.9727506041526794,"[512, 409]","[1501, 1574]",1528.1838894583334
,2024-08-05,sample_226.png,runs/segment/result/image\2024-08-05\sample_226.png,0.0,0.9732367992401124,"[527, 412]","[1513, 1574]",1523.9553799242285
,2024-08-05,sample_227.png,runs/segment/result/image\2024-08-05\sample_227.png,0.0,0.9743033647537231,"[503, 409]","[1512, 1574]",1541.2027770543368
,2024-08-05,sample_228.png,runs/segment/result/image\2024-08-05\sample_228.png,0.0,0.9764521718025208,"[507, 412]","[1492, 1571]",1521.0213673712806
,2024-08-05,sample_229.png,runs/segment/result/image\2024-08-05\sample_229.png,0.0,0.9733405113220216,"[504, 409]","[1519, 1574]",1545.1375343314912
,2024-08-05,sample_230.png,runs/segment/result/image\2024-08-05\sample_230.png,0.0,0.970766305923462,"[521, 409]","[1518, 1574]",1533.373405273484
,2024-08-05,sample_231.png,runs/segment/result/image\2024-08-05\sample_231.png,0.0,0.9717330932617188,"[524, 412]","[1507, 1574]",1522.0160971553487
,2024-08-05,sample_232.png,runs/segment/result/image\2024-08-05\sample_232.png,0.0,0.971000909805298,"[520, 409]","[1506, 1571]",1523.9553799242285
,2024-08-05,sample_233.png,runs/segment/result/image\2024-08-05\sample_233.png,0.0,0.9754235744476318,"[508, 409]","[1508, 1574]",1535.3256983454685
,2024-08-05,sample_234.png,runs/segment/result/image\2024-08-05\sample_234.png,0.0,0.9737380146980286,"[523, 412]","[1514, 1574]",1527.195141427578
,2024-08-05,sample_235.png,runs/segment/result/image\2024-08-05\sample_235.png,0.0,0.9739707708358764,"[524, 412]","[1498, 1571]",1513.921067955658
,2024-08-05,sample_236.png,runs/segment/result/image\2024-08-05\sample_236.png,0.0,0.9715786576271056,"[520, 409]","[1498, 1571]",1518.7916249439882
,2024-08-05,sample_237.png,runs/segment/result/image\2024-08-05\sample_237.png,0.0,0.9724360704421996,"[513, 406]","[1505, 1574]",1532.412477109215
