                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 2.5427,                 2.6978,                 2.4983,                 2.1627,                0.00023,                0.06667,                0.00014,                  4e-05,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0014855,              0.0014855,              0.0014855
                     13,                 2.4368,                 2.6895,                 2.4805,                 2.1417,                0.00023,                0.06667,                0.00014,                  4e-05,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.001469,               0.001469,               0.001469
                     14,                 2.3795,                 2.7686,                 2.4787,                 2.1892,                0.00023,                0.06667,                0.00014,                  4e-05,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0014525,              0.0014525,              0.0014525
                     15,                 2.4366,                 2.4997,                 2.4526,                 2.1967,                0.00023,                0.06667,                0.00014,                  4e-05,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,               0.001436,               0.001436,               0.001436
                     16,                 2.4062,                 2.3639,                  2.438,                 2.2018,                0.00023,                0.06667,                0.00014,                  4e-05,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                    nan,              0.0014195,              0.0014195,              0.0014195
                     17,                 2.4078,                 2.2423,                 2.3268,                  2.056,                0.00023,                0.06667,                0.00014,                  4e-05,                      0,                      0,                      0,                      0,                 5.4715,                    nan,                    nan,                 69.989,              0.0014029,              0.0014029,              0.0014029
                     18,                 2.3902,                 2.2452,                 2.4459,                 2.2593,                0.01584,                0.08333,                0.00373,                 0.0008,                0.02134,                   0.05,                0.00537,                0.00153,                 4.1232,                 79.748,                 25.453,                 7.7232,              0.0013864,              0.0013864,              0.0013864
                     19,                 2.3843,                 1.9947,                 2.3383,                 2.1153,                0.00723,                0.03333,                0.00099,                 0.0003,                0.00929,                0.03333,                0.00118,                0.00056,                 4.8129,                 105.27,                 18.723,                 11.141,              0.0013699,              0.0013699,              0.0013699
                     20,                  2.319,                 1.9448,                 2.2475,                 1.9432,                0.00582,                0.01667,                 0.0006,                0.00012,                0.00037,                0.08333,                0.00022,                  8e-05,                 3.7969,                 5.6328,                 19.277,                 3.6625,              0.0013534,              0.0013534,              0.0013534
                     21,                 2.3248,                 2.1351,                 2.3657,                 2.1477,                0.67815,                0.03333,                0.02278,                0.00344,                0.68616,                0.01667,                0.00981,                0.00221,                  3.944,                 7.5843,                 14.223,                 3.9394,              0.0013369,              0.0013369,              0.0013369
                     22,                  2.367,                 2.1757,                 2.3274,                 2.0248,                0.00088,                0.21667,                0.00072,                0.00023,                0.00081,                    0.2,                0.00064,                0.00023,                  3.253,                 728.86,                    inf,                 4.8193,              0.0013204,              0.0013204,              0.0013204
                     23,                 2.2494,                  2.161,                 2.2708,                 2.0808,                  6e-05,                0.01667,                  3e-05,                  1e-05,                0.50006,                0.01667,                  3e-05,                  1e-05,                 4.9245,                 28.557,                    inf,                 4.8684,              0.0013039,              0.0013039,              0.0013039
                     24,                 2.2441,                 2.1124,                 2.1872,                 1.9588,                 0.6179,                0.16667,                0.09758,                 0.0296,                0.61322,                0.18333,                0.06681,                0.01476,                 2.3745,                 2.9243,                 3.2574,                 2.2494,              0.0012874,              0.0012874,              0.0012874
                     25,                 2.2311,                 2.1319,                 2.2652,                 1.9763,                 0.0143,                0.11667,                0.02297,                0.00679,                 0.0135,                0.11667,                0.01642,                0.00529,                  2.507,                 3.2824,                 4.2668,                 2.4161,              0.0012709,              0.0012709,              0.0012709
                     26,                 2.1747,                 2.0059,                 2.2946,                 2.0366,                0.51724,                0.01667,                0.01022,                 0.0026,                0.01854,                   0.05,                0.00825,                0.00227,                 3.0012,                 3.4586,                 4.9259,                 2.7243,              0.0012544,              0.0012544,              0.0012544
                     27,                 2.1068,                 1.9073,                 2.2574,                 1.9882,                0.00075,                0.61667,                0.00087,                0.00032,                0.00031,                   0.05,                0.00066,                0.00029,                 4.1351,                 8.3511,                 20.352,                 4.3604,              0.0012379,              0.0012379,              0.0012379
                     28,                 2.1465,                 2.0092,                 2.1996,                  1.919,                0.05518,                0.51667,                0.08054,                0.01576,                0.05213,                0.53333,                0.10741,                  0.026,                 2.7051,                 3.4656,                 6.4545,                 2.1909,              0.0012214,              0.0012214,              0.0012214
                     29,                 2.1408,                 1.8099,                 2.0897,                 1.9608,                0.19492,                0.71667,                0.54331,                0.15877,                0.21545,                0.83333,                0.55348,                0.21433,                 2.7292,                 1.8756,                 3.1465,                 2.4239,              0.0012049,              0.0012049,              0.0012049
                     30,                 2.1434,                 1.6941,                 2.0633,                 1.8536,                0.01043,                0.28333,                0.11027,                0.05299,                0.01289,                   0.35,                0.11359,                0.03438,                 2.8075,                 1.7089,                 4.4326,                 2.4535,              0.0011884,              0.0011884,              0.0011884
                     31,                 2.0122,                 1.5809,                 1.9729,                 1.8184,                0.59543,                0.18333,                 0.0718,                0.02386,                0.63557,                   0.25,                0.11558,                0.04384,                 2.4842,                 1.5299,                 3.1829,                 2.2216,              0.0011719,              0.0011719,              0.0011719
                     32,                 2.1027,                 1.6394,                 2.1106,                 1.9313,                0.58659,                0.21667,                0.17951,                0.04777,                0.61871,                    0.3,                0.16702,                0.06479,                 2.3841,                  1.696,                 2.6419,                 2.1077,              0.0011554,              0.0011554,              0.0011554
                     33,                 2.1473,                 1.6527,                 2.0423,                 1.9358,                0.61528,                    0.2,                0.13456,                0.03712,                0.62295,                0.21667,                0.13973,                0.05425,                 2.6717,                 1.7396,                 2.3534,                  2.174,              0.0011389,              0.0011389,              0.0011389
                     34,                  2.054,                 1.7107,                 1.9705,                 1.9307,                0.55532,                0.23333,                0.13677,                0.02563,                0.55675,                0.23333,                0.14238,                0.03623,                 2.7061,                 1.8496,                  2.597,                 2.2223,              0.0011224,              0.0011224,              0.0011224
                     35,                 2.0402,                 1.6735,                 1.9903,                 1.8599,                0.16966,                    0.8,                0.23215,                0.10422,                0.17669,                0.81667,                0.24319,                0.11093,                  2.685,                 2.0728,                 2.7684,                  2.196,              0.0011059,              0.0011059,              0.0011059
                     36,                 2.1092,                 1.4817,                 1.9393,                 1.8337,                0.29446,                0.68333,                0.58801,                  0.373,                0.31118,                0.73333,                0.59055,                0.28468,                 2.7098,                 1.9493,                 2.3895,                 2.1719,              0.0010894,              0.0010894,              0.0010894
                     37,                 2.0597,                 1.7544,                 1.8702,                 1.8587,                0.54595,                   0.15,                0.10548,                0.05551,                0.56477,                0.18333,                0.11275,                 0.0526,                 2.7876,                 1.7532,                 2.7352,                 2.2166,              0.0010729,              0.0010729,              0.0010729
                     38,                 2.1211,                 1.5456,                 1.9665,                 1.8303,                0.06704,                0.23333,                 0.0831,                0.02373,                 0.0867,                   0.25,                 0.0834,                0.02911,                   2.82,                 1.9278,                    2.8,                 2.1172,              0.0010564,              0.0010564,              0.0010564
                     39,                 2.1002,                 1.5506,                 1.9569,                 1.8971,                0.13013,                0.56667,                0.23831,                0.10079,                0.14991,                   0.75,                0.13252,                0.05317,                 2.6492,                 1.9901,                 3.1818,                 2.0798,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.9778,                 1.5904,                 1.9817,                 1.8825,                0.37508,                   0.85,                0.54493,                0.16471,                0.05272,                   0.25,                0.10108,                0.02934,                 2.5385,                  2.279,                 3.5079,                 2.1808,              0.0010234,              0.0010234,              0.0010234
                     41,                 2.0004,                 1.7232,                 1.8744,                 1.8369,                 0.5648,                    0.2,                0.08738,                0.02908,                0.58795,                0.23333,                0.15172,                  0.051,                 2.4363,                 1.9207,                 2.8968,                 2.0278,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.9888,                 1.5692,                 1.8747,                 1.8664,                0.57601,                   0.15,                0.21407,                0.04801,                0.58445,                0.16667,                0.22453,                0.05513,                 2.4759,                 1.9331,                 3.1011,                 2.1314,             0.00099036,             0.00099036,             0.00099036
                     43,                 2.0127,                 1.7284,                 1.8069,                 1.7453,                0.62645,                   0.15,                0.21797,                0.06067,                0.05202,                0.36388,                0.28625,                0.08261,                 2.4876,                 1.7493,                  2.548,                 2.0467,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.9969,                 1.5428,                  1.792,                 1.7998,                0.49638,                0.51667,                 0.5715,                0.09924,                0.49638,                0.51667,                0.57157,                0.14967,                  2.526,                 1.6743,                 3.0289,                 2.1675,             0.00095736,             0.00095736,             0.00095736
                     45,                 2.0554,                 1.4365,                 1.9367,                  1.874,                0.55045,                0.36656,                0.63288,                0.10614,                 0.5546,                0.38333,                0.64458,                0.19751,                  2.468,                 1.6784,                 2.1591,                 2.1388,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.9914,                 1.4401,                 1.8207,                 1.8807,                0.54642,                0.26667,                0.17895,                 0.0848,                0.52883,                0.41667,                0.18361,                0.05402,                 2.3889,                 1.8949,                  2.698,                 2.1137,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.9928,                 1.6002,                 1.8858,                 1.8551,                0.53456,                0.38333,                0.24026,                0.10637,                0.53756,                0.41667,                0.24548,                0.06783,                 2.4654,                 1.6838,                 2.4266,                 2.1213,             0.00090785,             0.00090785,             0.00090785
                     48,                 2.0723,                  1.553,                 1.8515,                 1.7707,                0.09951,                0.26667,                0.11741,                0.03125,                0.12891,                0.31667,                0.16917,                0.04647,                 2.5487,                 1.7393,                 2.1922,                 2.2124,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.9993,                 1.5066,                 1.8369,                 1.8658,                0.05101,                0.18333,                0.07383,                0.01864,                0.55956,                0.18333,                0.06132,                0.01905,                 2.6648,                 1.8733,                 2.9655,                 2.1817,             0.00087484,             0.00087484,             0.00087484
                     50,                 2.0156,                  1.597,                 1.7719,                  1.756,                0.08919,                0.46246,                0.31492,                0.11303,                0.08919,                0.46246,                0.28451,                0.11195,                 2.6016,                 1.9973,                  3.436,                 2.1321,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.9067,                 1.4239,                 1.7098,                 1.7332,                0.60277,                0.17686,                0.15904,                0.04189,                0.60623,                0.26667,                0.16829,                0.04758,                 2.4486,                 1.6178,                   2.38,                 2.0941,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.8218,                 1.4431,                  1.703,                 1.7518,                0.56345,                0.06667,                0.06278,                0.01904,                0.60064,                0.08333,                0.06983,                0.02215,                 2.4101,                   1.52,                 2.7404,                 2.0824,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.9707,                 1.5251,                 1.8363,                 1.6873,                0.14591,                0.60052,                0.34487,                0.12858,                0.12014,                0.58269,                0.39018,                 0.0818,                 2.3543,                 1.4656,                 2.1864,                 2.0382,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.8898,                 1.3798,                 1.7485,                 1.7451,                0.53343,                0.46667,                0.61027,                0.21838,                0.63514,                0.26667,                0.64087,                0.16726,                 2.3649,                 1.3694,                 2.2739,                 2.0431,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.8614,                 1.5466,                 1.7821,                 1.7443,                0.21296,                0.98333,                0.65545,                0.16344,                0.20952,                0.93333,                0.66496,                0.28382,                 2.2896,                 1.5977,                 2.6885,                 2.0113,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.8904,                 1.2956,                 1.7261,                 1.7275,                0.65042,                0.23333,                0.22879,                0.09053,                 0.6481,                0.23333,                0.22878,                 0.1174,                 2.2741,                 1.5904,                 2.1048,                 2.0034,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.7894,                 1.3202,                 1.6098,                 1.7577,                0.68289,                   0.15,                0.28293,                0.14428,                0.69278,                0.16667,                0.28946,                 0.1487,                 2.2477,                 1.4739,                 2.0044,                 1.9739,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.8471,                 1.2608,                 1.6248,                 1.7407,                0.34713,                   0.95,                0.67801,                0.41776,                 0.3377,                0.91667,                0.68425,                0.34465,                 2.3931,                 1.4523,                 2.1673,                 2.0569,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.8955,                 1.2744,                 1.6382,                 1.7808,                0.42912,                0.96667,                0.67948,                0.51315,                0.42622,                0.93333,                0.68835,                0.38366,                 2.4052,                 1.3383,                 1.9597,                 2.0563,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.8464,                  1.345,                 1.5781,                 1.6869,                0.20339,                0.93333,                0.38319,                0.14149,                0.20973,                0.93333,                0.37969,                 0.1198,                 2.4163,                 1.3101,                   1.89,                 2.0455,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.8408,                 1.2811,                 1.5734,                 1.7257,                0.34074,                    0.9,                0.68466,                0.32763,                0.34074,                    0.9,                0.68493,                0.38267,                 2.3077,                 1.3981,                 1.9115,                 2.0282,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.8379,                 1.2753,                 1.5075,                 1.7082,                 0.3472,                0.86667,                0.70813,                0.42451,                0.34246,                   0.85,                0.69504,                0.36421,                 2.3186,                 1.2453,                 1.8632,                 2.0085,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.8141,                 1.3826,                 1.5089,                 1.6663,                 0.4674,                    0.9,                0.70196,                0.37459,                 0.4674,                    0.9,                0.69498,                 0.3366,                 2.3104,                 1.3424,                 1.9346,                 1.9847,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.8485,                 1.3741,                 1.6253,                 1.6762,                0.53611,                0.66667,                0.63538,                0.30018,                0.54847,                0.68333,                0.64455,                0.28803,                  2.377,                 1.3717,                 2.0638,                 2.0419,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.8032,                 1.2923,                 1.5858,                 1.7066,                0.51354,                0.83333,                0.68416,                0.42515,                0.51354,                0.83333,                0.68839,                0.44495,                 2.3286,                 1.3146,                 1.9562,                 1.9766,             0.00061079,             0.00061079,             0.00061079
                     66,                 1.8537,                 1.2727,                  1.547,                 1.7291,                 0.5031,                   0.95,                0.68547,                0.42953,                 0.5031,                   0.95,                0.68315,                0.43747,                 2.2356,                 1.3618,                 1.9072,                 1.9303,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.8593,                 1.2287,                 1.5412,                 1.7392,                0.61054,                0.78333,                 0.6889,                0.36813,                0.61054,                0.78333,                0.68218,                0.38374,                 2.3067,                 1.3899,                  1.928,                 1.9263,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.8005,                 1.2411,                 1.5775,                 1.6989,                0.64824,                0.78333,                0.71716,                 0.3937,                0.64824,                0.78333,                0.70919,                0.42177,                 2.1555,                 1.2365,                 1.9455,                 1.8676,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.8309,                 1.3399,                 1.4987,                 1.6326,                0.59646,                0.83333,                0.71349,                0.43189,                0.59646,                0.83333,                0.68337,                0.39161,                 2.2367,                 1.2605,                  1.762,                 1.9064,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.7101,                 1.1943,                 1.4487,                 1.6385,                 0.3331,                    0.9,                0.46799,                0.22555,                0.34524,                0.91667,                0.46568,                0.24228,                 2.2581,                 1.4511,                 2.3942,                 1.9066,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.7412,                 1.3091,                   1.45,                 1.6591,                 0.1806,                 0.7255,                0.31392,                0.12122,                0.19335,                0.74044,                0.32545,                0.17933,                 2.3906,                 1.3513,                 2.7802,                 1.9734,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.7563,                 1.1973,                 1.4442,                 1.6701,                0.68957,                   0.25,                0.38761,                0.18433,                0.73671,                   0.25,                0.41779,                0.18188,                 2.3118,                 1.3575,                  1.936,                 1.9778,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.7388,                  1.242,                 1.4826,                 1.6077,                0.75622,                    0.3,                0.47885,                0.27241,                0.73986,                0.28333,                0.48679,                0.24996,                 2.2509,                 1.4468,                 1.9541,                 1.9249,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.6433,                 1.1761,                 1.4833,                  1.619,                0.32234,                   0.75,                0.54225,                0.41396,                0.31771,                0.71667,                0.56372,                0.32323,                 2.3908,                 1.3435,                 2.4361,                 1.9722,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.7512,                 1.1981,                 1.4719,                 1.6415,                0.53048,                   0.85,                0.69778,                 0.3188,                0.53048,                   0.85,                0.72598,                  0.341,                 2.2638,                 1.2516,                 1.7263,                 2.0223,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.7215,                 1.2129,                 1.4503,                 1.5957,                0.42745,                0.98333,                0.73583,                0.34266,                0.42567,                0.96667,                0.71117,                0.36091,                 2.2439,                 1.2659,                 2.2212,                 2.0187,             0.00042925,             0.00042925,             0.00042925
                     77,                  1.821,                 1.2471,                 1.4412,                 1.6236,                 0.4299,                0.95869,                0.72792,                0.48493,                 0.4299,                0.95869,                0.69903,                0.40685,                 2.2754,                 1.2509,                 2.1427,                 2.0256,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.7131,                 1.2881,                 1.4924,                 1.7187,                0.55285,                0.86667,                0.68958,                0.47999,                0.56237,                0.89997,                0.68387,                0.39336,                 2.2411,                 1.3486,                 1.9433,                 2.0183,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.6891,                 1.2193,                 1.3175,                 1.6037,                0.63381,                0.78333,                0.69937,                0.42016,                0.63381,                0.78333,                0.68827,                0.38111,                 2.3158,                 1.5428,                  2.024,                 2.0423,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.6826,                 1.2542,                 1.3802,                 1.6176,                0.60905,                0.71667,                0.68003,                 0.4095,                0.60905,                0.71667,                0.67051,                0.38221,                 2.2212,                 1.1818,                 1.8068,                 2.0526,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.6598,                 1.1174,                 1.3802,                   1.66,                0.57778,                0.78333,                0.71446,                0.41723,                0.55993,                0.76667,                0.70154,                 0.3842,                 2.2231,                 1.1409,                 1.6827,                 2.0141,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.6033,                 1.2707,                 1.3983,                 1.6295,                0.55304,                0.78333,                0.74134,                 0.4424,                0.55468,                0.79779,                0.72545,                0.40743,                 2.1079,                 1.1184,                 1.5926,                 1.9499,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.7164,                 1.1754,                 1.3657,                 1.6066,                0.51487,                0.78796,                0.72411,                0.49253,                0.51487,                0.78796,                0.71993,                0.46477,                 2.1639,                 1.1768,                 1.5998,                 1.9511,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.7337,                 1.1543,                 1.3682,                 1.5796,                 0.5573,                0.73333,                 0.7401,                0.39584,                0.55884,                0.73333,                0.75407,                0.41603,                 2.1724,                 1.1191,                 1.6746,                 1.9349,             0.00029723,             0.00029723,             0.00029723
                     85,                  1.692,                 1.1224,                 1.3468,                 1.5841,                0.57945,                0.76667,                0.74893,                0.48671,                0.65189,                    0.8,                0.77747,                0.41577,                 2.2113,                 1.1527,                 1.7004,                 1.9547,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.6265,                 1.0906,                 1.3353,                 1.6464,                0.58185,                0.78333,                0.73433,                0.48592,                0.59498,                0.79265,                0.75297,                0.41222,                  2.232,                 1.1586,                  1.649,                 1.9786,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.5459,                 1.0683,                 1.2397,                 1.5614,                  0.566,                   0.75,                0.74116,                0.47176,                0.62879,                0.75654,                 0.7662,                 0.4079,                 2.2863,                 1.1829,                 1.7136,                 1.9688,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.6534,                 1.0441,                   1.36,                 1.6253,                0.54156,                    0.8,                0.71772,                0.46936,                0.65367,                0.66197,                0.76078,                0.40583,                  2.216,                 1.1287,                 1.7582,                 1.9299,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.5581,                 1.0338,                 1.2597,                 1.4878,                0.66437,                0.78528,                0.80067,                0.48876,                 0.6483,                0.76862,                0.76656,                0.41953,                 2.1443,                 1.0961,                 1.5848,                  1.917,             0.00021471,             0.00021471,             0.00021471
                     90,                 1.4996,                 1.2452,                 1.2596,                 1.5436,                0.65614,                0.71667,                  0.725,                0.53511,                0.64891,                0.71667,                0.71079,                0.45091,                 2.1005,                 1.0926,                 1.5245,                  1.914,             0.00019821,             0.00019821,             0.00019821
                     91,                 2.0499,                 1.0408,                 1.5355,                 1.6722,                0.62618,                0.96667,                0.73545,                  0.537,                0.61302,                0.93333,                0.70611,                0.45484,                 2.0927,                  1.076,                 1.4939,                 1.9093,              0.0001817,              0.0001817,              0.0001817
                     92,                 1.9855,                 1.0525,                 1.4379,                 1.6789,                0.50002,                0.96667,                0.73568,                0.49265,                0.49579,                   0.95,                 0.7052,                 0.4121,                  2.059,                 1.0882,                  1.374,                 1.8809,              0.0001652,              0.0001652,              0.0001652
                     93,                 1.8744,                0.97318,                  1.407,                 1.5834,                0.52669,                0.96667,                0.75306,                0.45432,                0.52199,                   0.95,                0.72247,                0.42414,                 2.0942,                 1.0579,                 1.2948,                 1.8592,              0.0001487,              0.0001487,              0.0001487
                     94,                 1.9071,                0.93873,                 1.4944,                 1.6888,                0.55112,                0.96667,                0.78374,                0.46282,                0.54618,                   0.95,                0.74599,                0.44269,                 2.1498,                 1.0525,                 1.2812,                  1.852,             0.00013219,             0.00013219,             0.00013219
                     95,                 1.8908,                 1.0508,                 1.4416,                 1.6591,                0.61393,                0.91667,                0.80014,                 0.5694,                 0.6071,                    0.9,                0.77354,                0.50572,                 2.1289,                 1.0635,                 1.3005,                 1.8587,             0.00011569,             0.00011569,             0.00011569
                     96,                 1.9046,                  1.031,                  1.447,                 1.5994,                0.67333,                0.68703,                0.78832,                0.57622,                0.75449,                   0.65,                0.77483,                0.50067,                  2.061,                 1.0898,                 1.3067,                 1.8399,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                 1.9184,                0.98411,                 1.3498,                 1.5431,                0.61703,                    0.8,                 0.7931,                0.58246,                0.57365,                    0.8,                0.78421,                 0.4638,                 2.0504,                  1.112,                 1.2961,                 1.8477,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 1.8859,                0.96314,                 1.4343,                 1.5504,                0.65282,                   0.75,                0.79204,                0.53431,                0.59525,                0.76928,                0.77773,                0.46083,                 2.0406,                 1.1363,                 1.2966,                 1.8355,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                 1.8127,                0.95792,                 1.3149,                 1.5945,                0.64722,                0.73333,                0.77904,                0.52457,                0.62164,                0.71667,                0.76304,                0.50448,                 2.0096,                 1.1321,                 1.2866,                 1.8301,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 1.9457,                  1.008,                 1.3412,                 1.5419,                0.69129,                0.73297,                0.78655,                0.53387,                0.63327,                0.71667,                0.77026,                0.50005,                 1.9959,                 1.1011,                 1.2728,                 1.8322,             3.3173e-05,             3.3173e-05,             3.3173e-05
